x,y,theta,mag,J,min_J
-3,-2,60,2.5,1.1092963905225255,0.5504915783001286
-3,-2,60,3.0,1.043521304048069,0.6395620448929022
-3,-2,60,3.5,1.080022171900006,0.3882468535642057
-3,-2,60,4.0,0.9621670273803349,-0.1451634604744792
-3,-2,60,4.5,1.101027435318534,0.48112386426766424
-3,-2,60,5.0,1.0491820050876366,-0.03438224835832686
-3,-2,70,0.5,0.8243121742955195,0.8243121742955195
-3,-2,70,1.0,0.9220166964695485,0.882726510652648
-3,-2,70,1.5,0.9076425167890867,0.7291277633265809
-3,-2,70,2.0,0.9957244203143408,0.6544041632631632
-3,-2,70,2.5,0.9345919342389732,0.5744879059611734
-3,-2,70,3.0,0.8186929299203597,0.2780400296455099
-3,-2,70,3.5,0.9476682343222795,0.5224012024104294
-3,-2,70,4.0,0.6168327754799351,0.046852998027412496
-3,-2,70,4.5,0.8967302581399209,-0.018188598895170657
-3,-2,70,5.0,0.841524437832847,-0.06776080907036582
-3,-2,80,0.5,0.8167579871679934,0.8167579871679934
-3,-2,80,1.0,0.9115884942637833,0.9115884942637833
-3,-2,80,1.5,0.983719257317189,0.690278668123013
-3,-2,80,2.0,0.9252603244355903,0.7669570987560649
-3,-2,80,2.5,0.7855206599386222,0.4103905917438341
-3,-2,80,3.0,0.8803589425696973,0.4652115561609127
-3,-2,80,3.5,0.55086591183227,0.11241408859358895
-3,-2,80,4.0,0.8054937408456935,0.14476509620775785
-3,-2,80,4.5,0.5874537758996624,-0.14647771729470335
-3,-2,80,5.0,0.7365698696745555,-0.19012549312867522
-3,-2,90,0.5,0.797699391245546,0.797699391245546
-3,-2,90,1.0,0.8113882282110968,0.8113882282110968
-3,-2,90,1.5,1.128266300398166,0.6447760000893347
-3,-2,90,2.0,0.7826813669584329,0.6928856613995524
-3,-2,90,2.5,0.6696199786995227,0.3095169385119745
-3,-2,90,3.0,0.7377784143781257,0.5228927234018551
-3,-2,90,3.5,-0.26557559636961786,-0.26557559636961786
-3,-2,90,4.0,0.6785668919196354,0.35815237087192014
-3,-2,90,4.5,0.35206875749097144,-0.4676118102666864
-3,-2,90,5.0,0.6512814181000678,0.20287974753070845
-3,-2,100,0.5,0.7676869079365687,0.7676869079365687
-3,-2,100,1.0,0.8458729322021002,0.8458729322021002
-3,-2,100,1.5,0.7422937927022695,0.6633826290341086
-3,-2,100,2.0,0.793838938986531,0.7317098564462283
-3,-2,100,2.5,0.44776618107584415,0.4135269512733682
-3,-2,100,3.0,0.6254743389173995,0.4934874080943633
