x,y,theta,mag,J,min_J
-3,-3,150,0.5,1.2107446358459144,0.02634186742300638
-3,-3,150,1.0,1.147755475076654,-0.9225260128868467
-3,-3,150,1.5,1.2025674233654235,-1.1231723280362729
-3,-3,150,2.0,1.2723457398309765,-1.1355697263961193
-3,-3,150,2.5,1.3383217990878356,-1.1358850942037353
-3,-3,150,3.0,1.402419487656605,-1.1402823943553182
-3,-3,150,3.5,1.4698786046291903,-1.1271004231552864
-3,-3,150,4.0,1.53546918458501,-1.1234871369120782
-3,-3,150,4.5,1.600992738544094,-1.1202312089875563
-3,-3,150,5.0,1.6663729009440669,-1.1812839797405577
-3,-3,160,0.5,1.2367198866192106,-0.04552488330351939
-3,-3,160,1.0,1.2156994719293017,-0.9884976059041067
-3,-3,160,1.5,1.3243659162960024,-1.1289431637570464
-3,-3,160,2.0,1.4305938957367068,-1.1421748010585344
-3,-3,160,2.5,1.5345627363954946,-1.1462877044839965
-3,-3,160,3.0,1.6396481393452562,-1.1423630806309981
-3,-3,160,3.5,1.746709477981447,-1.129704414040285
-3,-3,160,4.0,1.8517962691608116,-1.1267198970358503
-3,-3,160,4.5,1.9567397107935234,-1.1170736651817008
-3,-3,160,5.0,2.0616550051173475,-1.1145533841931763
-3,-3,170,0.5,1.2643062878299427,-0.09048919988819337
-3,-3,170,1.0,1.2853010254603026,-1.0073127586722188
-3,-3,170,1.5,1.4336662325280156,-1.1300534921931975
-3,-3,170,2.0,1.5761160727703043,-1.1437010804914536
-3,-3,170,2.5,1.716324718925594,-1.1484786371384548
-3,-3,170,3.0,1.8596619346912264,-1.135907317608202
-3,-3,170,3.5,2.001160696633908,-1.1330807100851155
-3,-3,170,4.0,2.1425708415004956,-1.1307213109310637
-3,-3,170,4.5,2.2838109629698486,-1.1215911726907664
-3,-3,170,5.0,2.423457448252915,-1.113574916518734
-3,-3,180,0.5,1.2943060166631986,-0.10564664319302919
-3,-3,180,1.0,1.3517982465301763,-1.0295349957405002
-3,-3,180,1.5,1.5296894740241496,-1.1353338245410027
-3,-3,180,2.0,1.7043612556183332,-1.1458351576133614
-3,-3,180,2.5,1.8765852779561305,-1.1512507674775025
-3,-3,180,3.0,2.051981897315108,-1.139247396386868
-3,-3,180,3.5,2.22552207978812,-1.1370274629176804
-3,-3,180,4.0,2.398975483645815,-1.1352732052025578
-3,-3,180,4.5,2.572249566621055,-1.1266892603304206
-3,-3,180,5.0,2.7439036169073,-1.119219990161536
-3,-3,190,0.5,1.3244117715177655,-0.09048919988819337
-3,-3,190,1.0,1.4029644518782258,-1.0093840354567827
-3,-3,190,1.5,1.6101613721549006,-1.1336006482989593
-3,-3,190,2.0,1.8114429256061506,-1.148490245828618
-3,-3,190,2.5,2.010483284970404,-1.1544932491188578
-3,-3,190,3.0,2.2126522139449967,-1.1430495888243009
-3,-3,190,3.5,2.4129826890966406,-1.1413969822910868
-3,-3,190,4.0,2.613224547172188,-1.140210806204479
-3,-3,190,4.5,2.813296381850504,-1.1321862102389704
-3,-3,190,5.0,3.011774580342535,-1.125269178700321
-3,-3,200,0.5,1.3525957412015734,-0.04554740932245422
-3,-3,200,1.0,1.447451181094006,-0.9925053629024171
-3,-3,200,1.5,1.671993480043059,-1.135931896454354
-3,-3,200,2.0,1.8940973140661073,-1.1516141900697745
-3,-3,200,2.5,2.1139420093072663,-1.1581416748385496
-3,-3,200,3.0,2.3349032668393455,-1.1565538176547927
-3,-3,200,3.5,2.5578404600579097,-1.1460937824604678
-3,-3,200,4.0,2.7788031058196374,-1.1454204986746253
-3,-3,200,4.5,2.999622402034702,-1.1379533863409659
-3,-3,200,5.0,3.220413550940875,-1.1377247939955712
-3,-3,210,0.5,1.3801438025961847,0.02652229089788868
-3,-3,210,1.0,1.4865538085771974,-0.9279948090824403
-3,-3,210,1.5,1.7107649236162312,-1.13331945385104
-3,-3,210,2.0,1.9499424068320579,-1.1493156255532309
-3,-3,210,2.5,2.1853176328391877,-1.1530982853827112
-3,-3,210,3.0,2.4188144881582136,-1.1610496584311718
-3,-3,210,3.5,2.655672771881088,-1.1510852119127264
-3,-3,210,4.0,2.890662518587164,-1.1508520434228586
-3,-3,210,4.5,3.125585239296507,-1.1509743115034192
-3,-3,210,5.0,3.360364568446771,-1.1441478623518955
-3,-3,220,0.5,1.4053726392080614,0.11706242175505566
-3,-3,220,1.0,1.5340249067886227,-0.546115844440272
-3,-3,220,1.5,1.7314745290616465,-1.1083230740442092
-3,-3,220,2.0,1.976431207319179,-1.1437080070618482
-3,-3,220,2.5,2.2192318796955006,-1.1576581922365197
-3,-3,220,3.0,2.459836509106687,-1.1659313963698619
-3,-3,220,3.5,2.7016525818790016,-1.165762299310671
-3,-3,220,4.0,2.9453647481665954,-1.1565479995138028
-3,-3,220,4.5,3.1871902433364463,-1.1570270750986844
-3,-3,220,5.0,3.428962619284442,-1.1577864588387021
-3,-3,230,0.5,1.425935532310436,0.20717061152336966
-3,-3,230,1.0,1.5595498715608613,-0.3718860935729972
-3,-3,230,1.5,1.7275908366851245,-1.0104660350952896
-3,-3,230,2.0,1.9710968461419198,-1.138726958214843
-3,-3,230,2.5,2.21601958708872,-1.1521232380410167
-3,-3,230,3.0,2.458013812218991,-1.1623065975801685
-3,-3,230,3.5,2.699656597955115,-1.162297405896352
-3,-3,230,4.0,2.939413081332277,-1.1720378328972885
-3,-3,230,4.5,3.1825755318776148,-1.1634385075840534
-3,-3,230,5.0,3.423922045669282,-1.1644586151753902
-3,-3,240,0.5,1.4377497471008907,0.26860350761214136
-3,-3,240,1.0,1.5877139802345004,-0.10601388370130649
-3,-3,240,1.5,1.7537177252265428,-0.5284494647049418
-3,-3,240,2.0,1.9386141736727742,-1.0400916849445427
-3,-3,240,2.5,2.172613218743497,-1.1380964256721113
-3,-3,240,3.0,2.409913364738043,-1.1530791595732437
-3,-3,240,3.5,2.6443311181685814,-1.1630877533800772
-3,-3,240,4.0,2.8779931099035143,-1.1697144529349137
-3,-3,240,4.5,3.1117060578587568,-1.1706630523138803
-3,-3,240,5.0,3.343625095812617,-1.1812409638018797
-3,-3,250,0.5,1.4364204535564624,0.2771987392218039
-3,-3,250,1.0,1.614958598077743,0.18107819652410725
-3,-3,250,1.5,1.7718306213782784,-0.1323985455511468
-3,-3,250,2.0,1.941079708383197,-0.4392493406050483
-3,-3,250,2.5,2.1119918282762327,-0.9256118521260219
-3,-3,250,3.0,2.3156937969893514,-1.065030765259317
-3,-3,250,3.5,2.5355133495398396,-1.1391572727251493
-3,-3,250,4.0,2.75509564601472,-1.1573854034436348
-3,-3,250,4.5,2.9759702274235633,-1.163712655119769
-3,-3,250,5.0,3.195320137226298,-1.1749685353824142
-3,-3,260,0.5,1.4202086527349553,0.23089445694388386
-3,-3,260,1.0,1.6114929920241232,0.27874632998463056
-3,-3,260,1.5,1.7926837692551076,0.26462295779362
-3,-3,260,2.0,1.9639443291686596,0.17487191955123757
-3,-3,260,2.5,2.129546020200336,0.025172311581762224
-3,-3,260,3.0,2.295264159711993,-0.14925008656755895
-3,-3,260,3.5,2.465072094349219,-0.31652236650296595
-3,-3,260,4.0,2.6402476895978113,-0.46001956056542725
-3,-3,260,4.5,2.8203433180917963,-0.5761028929352163
-3,-3,260,5.0,2.9847883350339606,-0.9581659069080259
-3,-3,270,0.5,1.3912593198256888,0.15037800666255655
-3,-3,270,1.0,1.5606584865759696,0.15082898810199663
-3,-3,270,1.5,1.7300576533262382,0.15127996954137174
-3,-3,270,2.0,1.8994568200764967,0.15173095098067355
-3,-3,270,2.5,2.068855986826782,0.1521819324201181
-3,-3,270,3.0,2.2382551535770574,0.15263291385953817
-3,-3,270,3.5,2.4076543203272953,0.15308389529872313
-3,-3,270,4.0,2.5770534870775688,0.15353487673809046
-3,-3,270,4.5,2.746452653827847,0.15398585817752666
-3,-3,270,5.0,2.915851820578116,0.15443683961690163
-3,-3,280,0.5,1.353196418125672,0.06198174828071232
-3,-3,280,1.0,1.4759097038532236,-0.0009533856370432319
-3,-3,280,1.5,1.600509238450701,-0.03900120453821455
-3,-3,280,2.0,1.731473340327776,-0.06509432832973472
-3,-3,280,2.5,1.9539028293604874,0.5258251065939908
-3,-3,280,3.0,2.0958205563410055,0.5376907133533769
-3,-3,280,3.5,2.2375881652145924,0.5480467294629435
-3,-3,280,4.0,2.3792308967288776,0.5572245343449224
-3,-3,280,4.5,2.5207791180596884,0.5655545808518355
-3,-3,280,5.0,2.6622614222071377,0.5733229484753624
-3,-3,290,0.5,1.3025556454280345,0.0011499449242259412
-3,-3,290,1.0,1.3845076484918086,-0.0622737031058991
-3,-3,290,1.5,1.5746932759217611,0.5319856811426629
-3,-3,290,2.0,1.684424915387906,0.5497777392593289
-3,-3,290,2.5,1.7937745086373287,0.56408034045509
-3,-3,290,3.0,1.9029383853149378,0.5768572078056341
-3,-3,290,3.5,2.0120196045632253,0.589117352021673
-3,-3,290,4.0,2.0139924567440084,-0.11490132159038842
-3,-3,290,4.5,2.1212594199505497,-0.1444354481598041
-3,-3,290,5.0,2.2278407934703734,-0.1590996390638159
-3,-3,300,0.5,1.2518869534695904,-0.03575657483420668
-3,-3,300,1.0,1.3942978227905916,0.5288312063955534
-3,-3,300,1.5,1.468616040753938,0.5531349101115015
-3,-3,300,2.0,1.5422846917115787,0.5716421868989994
-3,-3,300,2.5,1.6157387334547249,0.5886688681135119
-3,-3,300,3.0,1.5806392656322656,-0.13169545687375855
-3,-3,300,3.5,1.650851329095881,-0.16158665206753642
-3,-3,300,4.0,1.7218109857012243,-0.18077176004967146
-3,-3,300,4.5,1.7900260610515755,-0.1724949834551751
-3,-3,300,5.0,1.8602387989746396,-0.14987239072208272
-3,-3,310,0.5,1.2044564241878657,-0.06035905003805345
-3,-3,310,1.0,1.319199722814588,0.5427193536919137
-3,-3,310,1.5,1.3552533565496323,0.5674393417216173
-3,-3,310,2.0,1.3908544142686026,0.58875705753834
-3,-3,310,2.5,1.31631099269033,-0.15010467185915946
-3,-3,310,3.0,1.3491708069686035,-0.17832792660229657
-3,-3,310,3.5,1.37813591158157,-0.3606485423550474
-3,-3,310,4.0,1.4095885572196292,-0.651379920456455
-3,-3,310,4.5,1.3659974139061501,-1.2734947232083424
-3,-3,310,5.0,1.385551296517032,-1.6441492664249866
-3,-3,320,0.5,1.1589313493604023,-0.06889967477255475
-3,-3,320,1.0,1.2416049395764017,0.5522297764590216
-3,-3,320,1.5,1.2384705899190513,0.5784732506875103
-3,-3,320,2.0,1.1264687671155345,-0.13516068719163066
-3,-3,320,2.5,1.1189878590329043,-0.3096925446786458
-3,-3,320,3.0,1.108385336636521,-0.7129643258835732
-3,-3,320,3.5,1.100074361326286,-1.1132613237918152
-3,-3,320,4.0,1.0071064758829498,-1.8810905963120383
-3,-3,320,4.5,0.9880931389721654,-2.36551779115967
-3,-3,320,5.0,0.9648197466842201,-2.8412816193226273
-3,-3,330,0.5,1.2047910972258344,0.5188562020380926
-3,-3,330,1.0,1.164051762988939,0.5588450105678421
-3,-3,330,1.5,1.1219349306006017,0.5869844859234117
-3,-3,330,2.0,0.9681343107636702,-0.28452096561627127
-3,-3,330,2.5,0.9201069726250797,-0.7882705763878903
-3,-3,330,3.0,0.871422007720428,-1.2859479590097982
-3,-3,330,3.5,0.7402956425774492,-2.1364451918981437
-3,-3,330,4.0,0.6780617666560584,-2.736300392622929
-3,-3,330,4.5,0.6152034881174422,-3.306196281451114
-3,-3,330,5.0,0.5644918032161228,-3.8363922258637624
-3,-3,340,0.5,1.167483052360112,0.5231649339155949
-3,-3,340,1.0,1.088991774135702,0.5632234031154235
-3,-3,340,1.5,0.9010939433648226,-0.11950737574965836
-3,-3,340,2.0,0.8171473524001258,-0.6119908773068528
-3,-3,340,2.5,0.7290337038624899,-1.1904932122181362
-3,-3,340,3.0,0.5709643182732469,-2.0881084085046
-3,-3,340,3.5,0.4688473635164333,-2.76592866421608
-3,-3,340,4.0,0.36355146994178644,-3.4402694621434913
-3,-3,340,4.5,0.2704052159162429,-4.060649150471509
-3,-3,340,5.0,0.1826966112183528,-4.6522307395921825
-3,-3,350,0.5,1.1331247760585499,0.5252667637546908
-3,-3,350,1.0,1.0187471547075932,0.5655836675544853
-3,-3,350,1.5,0.7954316215881435,-0.2216502036097187
-3,-3,350,2.0,0.6756035223076151,-0.8646357941935294
-3,-3,350,2.5,0.5518953066399652,-1.5063992560794595
-3,-3,350,3.0,0.35288325223629136,-2.4825612652571007
-3,-3,350,3.5,0.21412953400859402,-3.2347144016679463
-3,-3,350,4.0,0.07444668830158391,-3.9612336208521666
-3,-3,350,4.5,-0.049227965658915296,-4.633163670144032
-3,-3,350,5.0,-0.17244540056777502,-5.288393274114505
-3,-2,0,0.5,1.0434886170649822,0.4030703595086451
-3,-2,0,1.0,0.9758292605020173,0.4972560486254114
-3,-2,0,1.5,0.9080597968563584,0.1219732367354931
-3,-2,0,2.0,0.8406614338144927,-0.5147509006482442
-3,-2,0,2.5,0.7225966255487357,-1.6519913779381685
-3,-2,0,3.0,0.6492872472739695,-2.349830254672465
-3,-2,0,3.5,0.5759023278898869,-3.0205803693452147
-3,-2,0,4.0,0.49951029978938877,-3.6792051705339475
-3,-2,0,4.5,0.4288923962407889,-4.340318510130794
-3,-2,0,5.0,0.3584284631278134,-5.000152962416699
-3,-2,10,0.5,1.0532963167782075,0.4010416099230576
-3,-2,10,1.0,0.9932160100901389,0.4925280441958428
-3,-2,10,1.5,0.9340314004973964,0.12879567671263817
-3,-2,10,2.0,0.8751697066170938,-0.506745190078865
-3,-2,10,2.5,0.7670157842477011,-1.6335659018978563
-3,-2,10,3.0,0.7019298866550518,-2.3313419536887356
-3,-2,10,3.5,0.6359154647422272,-3.009265455481982
-3,-2,10,4.0,0.5682253202976589,-3.6720867423636374
-3,-2,10,4.5,0.5056865273090948,-4.334903586339947
-3,-2,10,5.0,0.4434922556280382,-4.997211212762009
-3,-2,20,0.5,1.0627200334505453,0.39515492803778135
-3,-2,20,1.0,1.014208754729077,0.4824259818017663
-3,-2,20,1.5,0.9654084307088724,0.10270340556431315
-3,-2,20,2.0,0.9168300739186542,-0.4213821504297623
-3,-2,20,2.5,0.8214574845147848,-1.508956994625881
-3,-2,20,3.0,0.7658064975110972,-2.179796417554277
-3,-2,20,3.5,0.7105045363361521,-2.850555411565002
-3,-2,20,4.0,0.6549689510913747,-3.5043663864304215
-3,-2,20,4.5,0.5996328457919491,-4.146771418280598
-3,-2,20,5.0,0.547600161886758,-4.791246513187043
-3,-2,30,0.5,1.0746765701127958,0.38668259805358624
-3,-2,30,1.0,1.0381815298758654,0.294742269260526
-3,-2,30,1.5,1.0012730753988552,-0.18757421106957656
-3,-2,30,2.0,0.9644408946098117,-0.6705771999220551
-3,-2,30,2.5,0.8819198318920403,-1.2867871621905747
-3,-2,30,3.0,0.8398108073239051,-1.9167068509206215
-3,-2,30,3.5,0.7977319100116949,-2.5460194219181966
-3,-2,30,4.0,0.7537847918895929,-3.1683941762578938
-3,-2,30,4.5,0.7092025222274249,-3.7790073261352277
-3,-2,30,5.0,0.6678374495776845,-4.385763725802505
-3,-2,40,0.5,1.0877029885766039,0.3751969561360563
-3,-2,40,1.0,1.064412401827866,0.13045569920424713
-3,-2,40,1.5,1.0405712283002262,-0.43379799437417965
-3,-2,40,2.0,1.0166406126077339,-0.9989514998110598
-3,-2,40,2.5,0.9928982373105752,-1.56410917999305
-3,-2,40,3.0,0.9234598226873653,-2.2461376826238473
-3,-2,40,3.5,0.8936018565376902,-2.8239223928439543
-3,-2,40,4.0,0.8636459900794864,-3.401552500426003
-3,-2,40,4.5,0.8333205024760961,-3.976576415780607
-3,-2,40,5.0,0.8031458314477986,-4.551227468272164
-3,-2,50,0.5,1.10136916750963,0.36056371442678437
-3,-2,50,1.0,1.092096195804633,0.00045542014883678816
-3,-2,50,1.5,1.082129293271572,-0.6285404141769096
-3,-2,50,2.0,1.07193252863267,-1.258421972937115
-3,-2,50,2.5,1.061732026624848,-1.8887351114877144
-3,-2,50,3.0,1.0516754836110949,-2.518944356751142
-3,-2,50,3.5,0.9963661749066511,-3.2645338248738174
-3,-2,50,4.0,0.9821296072459388,-3.9053637223323676
-3,-2,50,4.5,0.9670041272657718,-4.54334764135732
-3,-2,50,5.0,0.950079174025082,-5.187260166427743
-3,-2,60,0.5,1.080801010981402,-0.1553345104238587
-3,-2,60,1.0,1.1203369741959903,-0.09133760577914267
-3,-2,60,1.5,1.1246725418941057,-0.7659452634658991
-3,-2,60,2.0,1.1286808568131566,-1.441213943840893
-3,-2,60,2.5,1.1325191885915837,-2.117098786801524
-3,-2,60,3.0,1.1363186784085177,-2.7933032675168077
-3,-2,60,3.5,1.1401735485611166,-3.4695216348356475
-3,-2,60,4.0,1.1441184757574956,-4.145602992844717
-3,-2,60,4.5,1.1032617984529012,-4.936462690752746
-3,-2,60,5.0,1.1044710249172711,-5.620279285755771
-3,-2,70,0.5,1.09703523877247,-0.14794502253837033
-3,-2,70,1.0,1.1481028311899464,-0.14237207555143233
-3,-2,70,1.5,1.1667970977090776,-0.8418410200425233
-3,-2,70,2.0,1.1850859754562098,-1.541978741324594
-3,-2,70,2.5,1.2031308143343373,-2.242551126882602
-3,-2,70,3.0,1.221006594198206,-2.943537052762806
-3,-2,70,3.5,1.2387709081106413,-3.644864391734534
-3,-2,70,4.0,1.2564815947192218,-4.346394865070209
-3,-2,70,4.5,1.2741847787385414,-5.047997070812327
-3,-2,70,5.0,1.2919077279705862,-5.749585006985047
-3,-2,80,0.5,1.1179181867306582,-0.12270737494737888
-3,-2,80,1.0,1.142008020090059,-0.22038729831331175
-3,-2,80,1.5,1.1718589015342131,-0.9362696939384982
-3,-2,80,2.0,1.2389185235750013,-1.557917438883258
-3,-2,80,2.5,1.2709390161818874,-2.2617152167820858
-3,-2,80,3.0,1.3027811439702919,-2.9658385336993778
-3,-2,80,3.5,1.3344754256517473,-3.670214452664827
-3,-2,80,4.0,1.3660443337055943,-4.374807549396749
-3,-2,80,4.5,1.3975043439133124,-5.0796054016377
-3,-2,80,5.0,1.4288690147191867,-5.784599849608969
-3,-2,90,0.5,1.1387080621448515,-0.04677237871906056
-3,-2,90,1.0,1.1823767838685446,-0.14393112532302355
-3,-2,90,1.5,1.2260455055922406,-0.8325381323202063
-3,-2,90,2.0,1.2697142273159452,-1.5211451393173998
-3,-2,90,2.5,1.3133829490396387,-2.209752146314591
-3,-2,90,3.0,1.3570516707633402,-2.8983591533117643
-3,-2,90,3.5,1.4007203924870386,-3.5869661603089735
-3,-2,90,4.0,1.4443891142107514,-4.275573167306154
